Date,Vegetation,Barren,Water,Buildup,Variation
2018-12-01,187.67604592825123,474.4223139650744,1831.2363472538225,624.3602734066533,1
2019-01-01,187.82119769089937,480.97372880171423,1827.5692938564562,622.6145694946571,1
2019-02-01,189.19207769114166,487.0948782483217,1820.8931624251475,623.6806594613188,1
2019-03-01,190.2498477883104,488.1611931904914,1817.5863904308997,623.1144588812997,1
2019-04-01,191.56048623108987,492.25938853829655,1808.3786853339807,630.3441689414573,1
2019-05-01,192.6996002546088,495.18578184047993,1803.2037223700627,624.308819843313,1
2019-06-01,194.24708930265328,497.01864761517106,1797.3468591091391,626.7070503674485,1
2019-07-01,195.8992159915572,498.0843194285155,1793.6758594510882,627.1871101230448,1
2019-08-01,197.48725071148363,498.88218597219986,1791.4258567258523,628.4386940951339,1
2019-09-01,197.78319349382937,497.74272423888567,1788.8988242233568,632.2157453269891,1
2019-10-01,201.56641451561396,496.88400361422833,1787.6743204823133,628.4246326545663,1
2019-11-01,203.6571797292017,497.10894529249174,1784.038659096376,628.9738704442588,1
2019-12-01,203.987546124144,495.94207843289627,1784.4940315175622,632.5520424144418,1
2020-01-01,204.74504160898692,496.17289505978886,1784.2867388182601,632.269428230711,1
2020-02-01,206.1799019417439,495.52612893602776,1782.6297608422553,638.5376508390806,1
2020-03-01,204.3433846350185,494.3601122063233,1783.643114541065,634.5514685775368,1
2020-04-01,205.66902930580284,493.43818410358307,1782.265569421653,636.8579217841452,1
2020-05-01,205.45569758050883,490.99737532476826,1785.0447397852136,640.5598793086333,1
2020-06-01,205.23141928891158,488.70349137870323,1785.3685325297135,644.5889110639625,1
2020-07-01,204.55899272872543,489.26128886605005,1789.4477378235763,643.9345451877899,1
2020-08-01,202.84868610908708,488.43154261907205,1787.5178063921462,645.2641688065996,1
2020-09-01,202.50697436009253,486.49627696777287,1789.8418765357303,650.4768101492367,1
2020-10-01,201.58439781086685,484.31658633404584,1794.1754160714122,649.6122350234059,1
2020-11-01,198.6277966514323,481.8681639009647,1796.0260525004142,656.9372924095526,1
2020-12-01,197.0260925158646,478.3972809872902,1799.496249088278,660.0334212999737,1
2021-01-01,195.25501276759036,476.69238349825997,1805.1025542465127,666.0095153951739,1
2013-01-01,318.6386001137653,592.1005559662998,1901.2254002318318,310.7757662578065,2
2013-02-01,312.1550622223077,578.8734333357578,1929.4862694792546,305.1309614624824,2
2013-03-01,307.30494818916674,565.5543783841924,1948.5104794068204,306.51804374660134,2
2013-04-01,300.3186233604244,553.2832201972568,1971.4776136574433,305.55810826197205,2
2013-05-01,296.55918538105266,540.5486191644699,1989.2217642805922,298.96691938387823,2
2013-06-01,291.26184986818873,531.5403570244277,2000.6383881675192,297.6871993524824,2
2013-07-01,286.4128495955757,523.6147760510694,2015.079580209918,295.8732688640959,2
2013-08-01,282.09697272414513,514.5708498846185,2026.5215952927247,302.69827399967534,2
2013-09-01,277.3302175246588,510.19979659739556,2034.0530365970967,298.8114291531042,2
2013-10-01,275.26390297176914,506.83991001560565,2038.1134425746586,302.30213477144736,2
2013-11-01,272.1744745488941,502.9841465651327,2042.2469909528638,301.13570518803516,2
2013-12-01,269.29618001953276,500.4720123077455,2043.5726072357477,307.1282900946593,2
2014-01-01,268.2456935401898,501.47417900923267,2041.446521146473,309.34362973024486,2
2014-02-01,265.2484927191489,502.7943260259222,2039.664746958278,317.0625391511303,2
2014-03-01,265.1838839495069,503.27533079350764,2032.122820821013,321.92048740909416,2
2014-04-01,263.1814721661305,508.5080029028043,2024.7319181850216,332.05582471387373,2
2014-05-01,262.93499963552017,512.6681900841871,2012.2038002019005,334.45916530762753,2
2014-06-01,264.06025440121743,517.9124513144078,1995.6688778533355,341.17333170628274,2
2014-07-01,262.68403122731,526.4601769205718,1983.638868384231,349.2926171863464,2
2014-08-01,264.27220805225295,533.9294117910256,1965.9269392188555,353.897936180987,2
2014-09-01,264.6536597382783,541.3786551565835,1949.008933272456,362.9540417610591,2
2014-10-01,262.38090822802064,547.3052749845504,1941.2210562927955,377.22193821164956,2
2014-11-01,261.06189668813875,554.4890185823053,1926.1235721104301,380.6775858619734,2
2014-12-01,258.5137563400325,559.2002293545752,1921.7338548032803,387.5369561287574,2
2015-01-01,253.1122839707717,563.3057880218927,1913.8221942597318,389.55511292150226,2
2015-02-01,247.92049282583648,567.377444993775,1911.3574089053996,398.69282387233795,2
2015-03-01,241.83761273983362,569.5834656315244,1903.3363019456312,402.17330566395793,2
2015-04-01,236.0912766530369,573.4658206829482,1907.901511106256,404.71739156182576,2
2015-05-01,229.52943306407673,575.580834887192,1909.386415932977,414.01070917098843,2
2015-06-01,221.21395310929407,576.144230759031,1911.6153486020555,418.92742029501375,2
2015-07-01,211.9762898882261,578.2828626295149,1913.1638793572058,419.538132533991,2
2015-08-01,203.1686120377208,578.4748512002059,1920.6415279542364,420.647835013204,2
2015-09-01,196.8423577107929,577.449805340805,1926.2922884888046,428.63283020822337,2
2015-10-01,190.41429460264945,575.6853175406607,1928.8338113991338,423.1905375826017,2
2015-11-01,185.90806939410461,576.4850579594461,1927.121234964859,425.6254211524188,2
2015-12-01,183.7819366541534,577.4239883340024,1928.9898330664191,429.38249715103524,2
2016-01-01,181.85784052118746,572.7452078927187,1924.2990648054583,440.36888179501494,2
2016-02-01,183.8217453449567,572.9164962870035,1922.1237797680244,440.8351529423343,2
2016-03-01,186.63359573527057,573.7443063061393,1917.7576761936177,444.7787011955015,2
2016-04-01,190.61068605828413,569.9253602647124,1908.5470525497333,451.20233859113324,2
2016-05-01,197.13027189072244,567.4932150672252,1899.9043516332772,453.97683832633174,2
2016-06-01,204.02317430248166,564.2830987411245,1888.8045783621174,456.0873503929182,2
2016-07-01,213.09447248823534,564.4504694948265,1878.3853378962724,472.1615566932073,2
2016-08-01,221.58077816659593,558.9474515739208,1862.2193976853773,474.78922014318306,2
2016-09-01,229.10531467058223,554.4039955520583,1854.222069991947,477.53338667924817,2
2016-10-01,235.71813964797784,551.0315366831026,1848.0725930019373,485.0407030801712,2
2016-11-01,240.66881815663618,543.4213020730836,1842.5006392410965,490.4476249121042,2
2016-12-01,245.3749845717402,535.9874659239676,1840.0015395095024,500.9253127788918,2
2017-01-01,247.713615147224,528.1647483416217,1837.2340598766536,505.22617198090444,2
2017-02-01,248.7219120580253,517.971382394725,1837.2911079805847,513.3766333843317,2
2017-03-01,247.5437526501297,510.77249918036864,1841.2899646984883,520.2767699362709,2
2017-04-01,246.5330031937472,498.61303207807936,1844.0556790759974,526.9760347172914,2
2017-05-01,242.6266731836647,486.76999691460236,1852.4423991203944,539.6538669027692,2
2017-06-01,238.23780552819758,473.92864923975276,1857.8586807922304,546.514704807405,2
2017-07-01,233.69999635415172,460.011007241522,1867.5190721126253,556.1791932908624,2
2017-08-01,227.34676474710807,447.91432185670726,1879.9499636508956,566.1950806178377,2
2017-09-01,222.6404456140757,436.4128876778352,1893.1618216660952,572.3173648226251,2
2017-10-01,216.78620715440402,426.934069345937,1894.001954706275,578.1016854838509,2
2017-11-01,210.6680438632094,418.3647780318051,1900.100988329822,591.953640450651,2
2017-12-01,208.46534415054435,414.8619023981264,1903.2381603488495,591.8532614567636,2
2018-01-01,203.35035028660764,411.5116620251753,1905.336307097606,599.7095366852652,2
2018-02-01,201.94996629840188,410.2077890691046,1903.737219943736,601.3079017662684,2
2018-03-01,196.96487634276562,410.13364882466294,1904.410890038152,607.0599701393261,2
2018-04-01,194.76080484335372,414.3033346755518,1900.2755625431987,609.2396738339944,2
2018-05-01,193.49889886671815,417.8977742654844,1890.0223144951158,611.0006670934345,2
2018-06-01,191.79582806326113,426.7072099859458,1884.925479352311,616.1498585988369,2
2018-07-01,190.1771476935014,436.6939417532181,1879.3747331017403,613.2595808950798,2
2018-08-01,188.72369775123525,444.41499878575223,1865.6194769398724,619.5245551521346,2
2018-09-01,187.3463437815022,452.609984053681,1856.9111856205514,619.7711489891543,2
2018-10-01,185.7955549559378,462.9647516825983,1852.075525084753,621.8106820093793,2
2018-11-01,187.72123941369205,469.14939629092106,1841.1320600312417,622.2771446164284,2
2018-12-01,188.2285579929894,474.6742955520217,1834.3372747512924,619.8281686302272,2
2019-01-01,189.16030903226923,480.73443409692635,1825.8622499805163,620.8082920751915,2
2019-02-01,188.43371186106336,487.10216382429144,1818.404315587611,620.767837260965,2
2019-03-01,188.52677867509507,488.6994911780327,1812.2560654156027,619.1999403065839,2
2019-04-01,192.58020547012643,492.24130116116646,1807.6499589466075,625.4761189647594,2
2019-05-01,192.032207827113,493.7914158050489,1802.9463013234194,627.3468164579608,2
2019-06-01,194.81972416390082,498.5954892420661,1800.201755202967,623.4511461016191,2
2019-07-01,196.44926074233058,498.0211093134611,1796.495655123683,622.9484074713976,2
2019-08-01,197.22583513749572,496.1012125926428,1790.362245054926,627.439967088555,2
2019-09-01,199.4353149488019,496.26706254327786,1789.1295720218095,627.1562985852504,2
2019-10-01,201.88248185809582,497.1268097244335,1785.5313015682912,627.0874694041725,2
2019-11-01,202.26646099327428,497.3129895899873,1786.4719012270152,627.3103271496103,2
2019-12-01,203.53819687043884,496.97037919502367,1781.6354521827955,632.5172790597923,2
2020-01-01,203.05814478209317,496.36473525334907,1783.9450557803991,632.1449944580615,2
2020-02-01,204.75339498499318,494.73607776659435,1782.8184423525981,633.2739017223222,2
2020-03-01,204.57497645869944,494.1053425096912,1783.718729435585,634.5506556302524,2
2020-04-01,205.3181830985848,492.8451858983621,1786.1493516009898,637.1992423457991,2
2020-05-01,206.6254744070445,493.559203830684,1783.3280707484043,638.6164530054717,2
2020-06-01,204.0350434440818,491.58610334174494,1785.8557189071666,644.1144226931355,2
2020-07-01,204.8359566993093,491.0470351632842,1785.9389237806652,642.4356069740567,2
2020-08-01,203.11781207267407,487.26774293004246,1787.0103095554264,646.6678542376376,2
2020-09-01,201.42797016141088,484.6614148031111,1791.0921861215868,652.5166265448046,2
2020-10-01,200.46261246485471,484.34918307443036,1794.5785182038728,652.2020347251704,2
2020-11-01,198.05741026987064,483.0594947029029,1798.1580150528036,651.5369307727171,2
2020-12-01,196.89217002280165,480.1075398798858,1800.3881898331263,655.8395462888361,2
2021-01-01,194.0541878258002,478.4905743748143,1804.301462661825,659.8678036162432,2
2013-01-01,317.89915846326716,592.3385856368759,1904.0798600635476,314.17659429201456,3
2013-02-01,312.43395704380475,577.0807849392368,1927.4765150272533,307.74600910023435,3
2013-03-01,305.66186885989725,564.5441136136659,1944.12875301777,298.434454508397,3
2013-04-01,301.8637320722751,551.6297637492074,1969.7519163373217,301.19263281191644,3
2013-05-01,295.1877625094557,541.0625754752856,1984.4465768329671,299.0611611008521,3
2013-06-01,288.85887442962894,531.8810071088383,2001.3905508145529,298.9972050095291,3
2013-07-01,286.85456582009033,523.627066752047,2017.4236792463364,300.7163424766675,3
2013-08-01,281.72868808307265,517.4314815116411,2023.1610403053858,300.7839563454936,3
2013-09-01,278.97980506601857,511.2910626216674,2033.4733757392669,299.975337371934,3
2013-10-01,273.5071429240877,506.3070725803276,2039.5144342382064,305.25782149102093,3
2013-11-01,271.7038975261978,500.3883168501061,2041.8897213856505,303.35603348758707,3
2013-12-01,268.8885656788152,500.9536028472164,2041.0636590188053,309.20866288328085,3
2014-01-01,267.7619353336874,501.1716546906434,2040.9628250323658,310.58485191454133,3
2014-02-01,265.90333533339486,504.3171473952625,2038.8572807925166,317.270240703014,3
2014-03-01,265.9741980662518,503.331016631241,2030.138749419561,322.3386462470841,3
2014-04-01,263.36691633729964,506.6262965026124,2025.1785750461643,329.166750124125,3
2014-05-01,263.06322706997776,511.368954700073,2011.7435208587342,335.02091794595236,3
2014-06-01,263.18574747518676,517.3412817908526,1998.363251463585,345.5717052325673,3
2014-07-01,264.02654101283173,526.0361955195376,1983.3653238999466,348.56054864833084,3
2014-08-01,264.3512023530002,532.1427275640815,1967.407897393395,359.87606760526796,3
2014-09-01,262.6966367699651,540.9503675262036,1951.7232389845312,364.1887938920216,3
2014-10-01,264.36537183217735,547.8891958167409,1939.0869587904176,369.0644646816431,3
2014-11-01,259.4771826877328,552.7689852920843,1930.3043907674803,381.3424791500614,3
2014-12-01,257.5805866136296,558.7503763062043,1921.3555639225121,384.97702536268014,3
2015-01-01,252.94484793493885,563.2716057116686,1911.8438185388643,391.65036889963733,3
2015-02-01,248.3260621624654,567.9264300119095,1908.5991048196893,397.8811335902375,3
2015-03-01,242.2564322885877,570.204850370545,1907.8634246332283,399.41237023035546,3
2015-04-01,235.74696935609398,573.7100727572273,1906.0301421397978,405.7058261247082,3
2015-05-01,228.81063983525976,575.9903833426408,1905.4697587823841,409.4204819530113,3
2015-06-01,221.51981491014544,575.8056099612822,1912.5353100651682,413.2729893415364,3
2015-07-01,212.0127518342123,578.1851920909833,1916.3541819516092,413.7268634981367,3
2015-08-01,203.2306672463718,577.0392416448551,1918.3574779358914,422.0095252614744,3
2015-09-01,194.06874732871526,577.0409132157636,1925.2761291782883,421.6690431619262,3
2015-10-01,189.51039040926076,577.5798448694567,1925.9646018527344,430.5402969684918,3
2015-11-01,186.0380895881438,577.7052485064936,1930.161076541535,426.51660418277197,3
2015-12-01,185.07672141282814,577.8719487844382,1927.8380861110525,429.80207950851644,3
2016-01-01,183.32751071831015,575.6934165252653,1924.8232965636946,439.28961667942957,3
2016-02-01,183.98198382429715,573.2145139173081,1921.3403598104212,439.9555371625727,3
2016-03-01,185.56472861221744,573.1206440456522,1915.117820607016,446.0300587509796,3
2016-04-01,190.04991084447673,569.2288565896557,1909.3303857066576,447.8791700885851,3
2016-05-01,197.8852790777996,569.2776858880729,1901.57646418639,457.06503629559995,3
2016-06-01,203.17670031548343,564.4529674091906,1890.0123468650083,458.2070288092028,3
2016-07-01,211.92079400908165,563.6361157415735,1879.592516288579,467.7213797360081,3
2016-08-01,221.96585439111456,557.0550829652659,1867.6351002922997,474.57461331876965,3
2016-09-01,229.5387862625442,556.1713680898256,1855.0153096557563,478.15974813380467,3
2016-10-01,236.85295959128126,548.9742943759501,1849.4757130291482,481.00858968331715,3
2016-11-01,240.36600068879525,543.7950936616287,1841.852872154409,491.95386460384543,3
